speaker_id,line_id,rms_amplitude,dc_offset,articulation_rate,mean_pitch,pitch_std_dev,hnr
SSM38442,3844285093,0.032722373,-8.004810999854507e-05,6.249999999999999,102.32373958695501,40.39800159754199,6.362524406988936
SSM38442,3844279065,0.08032249,-0.00020545549534768692,5.550486618004865,151.55646567869317,31.77812266010116,7.549059732701595
SSM38442,3844240110,0.06769103,-0.00012730880022410852,7.02247191011236,145.15147364035172,33.31468846263205,7.200108130718637
SSM38442,3844238196,0.05945749,-0.00016679131513625608,5.9208868732678255,145.00825379553083,44.61067826708885,7.409691674234293
SSM51700,5170097708,0.06959585,-0.0002446332875038725,5.074424898511502,110.93052715012332,11.538248981331309,7.065671413155135
SSM38442,3844286557,0.05988497,-0.00015146478839517756,7.629107981220657,117.24861098760071,32.122327655359236,7.066927628490919
SSM38442,3844220691,0.07268119,-0.0002093429941847134,5.573128483205303,113.68525120652417,18.726387352281822,7.040911805569132
SSM38442,3844228128,0.06906219,-0.00017417002086060894,4.922434367541766,141.8058426863111,44.81292652433077,8.064207464097052
SSM78849,7884937747,0.043634605,-6.631489060318144e-05,7.001166861143522,106.09836090262957,10.90548359719807,6.529308225674856
SSM78849,7884922223,0.064114824,-0.00020518948942944694,5.700325732899023,103.20569047675863,19.43027848182213,6.612109950210281
SSM38442,3844279726,0.06907207,-0.00017613384326226872,5.807522123893805,115.9880400466998,17.14094069546414,8.633505772557147
SSM51700,5170065864,0.05864734,-0.00011956775373546005,5.859375000000001,113.00871713373658,24.518573904471598,6.709115486857232
SSM51700,5170026905,0.07613036,-0.0001814411917913918,7.558790593505039,170.1483834370524,57.538041844328525,6.3775260468216795
SSM51700,5170028486,0.07235151,-0.00026103992918573136,6.809338521400778,123.62066669842076,27.187559073853066,6.478884018978694
SSM38442,3844274977,0.07415785,-0.00016267125195167806,6.348246674727932,115.40448559684366,30.5631939978492,8.139328632639007
SSM51700,5170022880,0.08940485,-0.00031467456941297486,6.966292134831461,111.23150067538256,18.3979555550863,7.317208949542099
SSM38442,3844278343,0.07319676,-0.00027990039774276475,5.5176890619928605,121.64886851546544,28.187429384653225,7.402564104639763
SSM78849,7884949787,0.07717088,-0.00018673389492830962,4.712301587301587,128.62983424120955,27.951814267666432,6.962771991255381
SSM38442,3844274846,0.067353725,-0.00017665563227843884,6.455399061032864,138.6380457379886,40.478624550915434,6.6273467224897304
SSM38442,3844227152,0.06936558,-0.0002306332741621163,5.43091168091168,123.57231313330905,35.926149318093366,7.080929390922394
SSM78849,7884916045,0.073170096,-0.00018007568652798138,6.315789473684211,133.42085354140394,36.02660597252404,7.245062621790113
SSM38442,3844279329,0.067431964,-0.00015337731851684913,7.189239332096476,135.91391364055067,28.358708257127997,7.074226531316167
SSM38442,3844243925,0.066710524,-0.00017155279687868885,5.808080808080809,123.32136171636827,23.804040970749927,7.48467296942288
SSM38442,3844298802,0.06364464,-0.000179048746008141,5.89622641509434,111.58871611603269,29.366911053243125,8.144485183611511
SSM38442,3844252205,0.06482774,-0.00021406669409199507,5.159198113207547,116.14631689278184,25.12603104214049,6.832155009604126
SSM78849,7884917562,0.07460041,-0.00018948892994840794,6.233377659574467,126.06126476391009,28.634329362302775,7.519691032578791
SSM38442,3844239022,0.066775225,-0.0002015292790382253,5.368873168266801,151.04361600290827,47.01589276875377,7.220260467453192
SSM38442,3844218109,0.06428265,-0.00022796204237145743,5.343866171003718,125.31280043662068,38.01608324530254,8.151986896655638
SSM38442,3844297702,0.068772756,-0.00018656024262271974,6.176559204579692,118.54782010997309,35.4161568232027,6.220904146867897
SSM38442,3844240730,0.07022554,-0.0001765150126538268,7.4317738791423,127.58078025329387,40.49626917354998,7.088736924233251
SSM38442,3844228186,0.06877347,-0.00018594069180978987,5.335365853658536,115.2798464555442,34.756982142774895,7.069969318808364
SSM38442,3844218941,0.07992094,-0.00025912081074614616,5.798969072164948,123.8592510532278,42.876564628210474,7.356278253959838
SSM38442,3844258560,0.07284127,-0.00020817115705365233,5.877560521415271,120.68128856901842,17.345702532341715,7.880369575835108
SSM38442,3844224645,0.064723834,-0.00016639179341845878,6.471857226907236,135.310163903392,43.539910562363445,7.532152961521113
SSM38442,3844253284,0.076546505,-0.00014043170684406898,6.884057971014492,118.54495511618155,20.69667999188068,9.190092811768308
SSM38442,3844240707,0.07183419,-0.00023841803561416836,6.9375,120.33043731903228,20.516876119674066,7.164083326479803
SSM38442,3844210813,0.08620912,-0.0003353715115208956,5.936479667557138,140.6026878053516,84.26639248789814,7.9136357250204465
SSM78849,7884972335,0.05756436,-0.00017716049915068887,9.060650887573964,115.22818393245927,23.009842360747108,7.056919958664946
SSM78849,7884913270,0.06206854,-0.00021612300929539034,5.473163841807908,112.69566085089518,23.128670737227107,8.337483882920575
SSM38442,3844227707,0.067127176,-0.00023580611537981185,6.557937956204379,111.22342538196665,32.99248411193762,7.238208188918084
SSM38442,3844210569,0.07722621,-0.0002563458503343897,5.275056518462698,113.91280898126958,17.995718204498825,6.994871404237024
