speaker_id,line_id,rms_amplitude,dc_offset,articulation_rate,mean_pitch,pitch_std_dev,hnr
FSM24780,2478090655,0.08392177,-0.0004782123524809272,6.388546798029556,134.1245155084937,21.666262066234907,9.120264115366199
FSM24780,2478039050,0.08540628,-0.00022705761202739235,7.119082840236686,135.05481235876465,28.122770335482514,8.155880105030407
FSM24780,2478025430,0.054911986,-6.434741755600888e-05,4.852983157293748,125.45578222502269,22.44394999207265,8.455033834788015
FSM24780,2478027141,0.071181044,-0.00030587056303955657,7.340654094055861,132.4935972186273,24.425574111652917,8.818420090485722
FSM24780,2478048451,0.06949642,-0.00047834697209853344,6.183745583038869,127.53273193261596,23.235140055735837,8.365415680381245
FSM24780,2478035566,0.098071665,-0.0002980612718112404,6.8119891008174385,138.64729231119344,31.011799238660704,9.270718209000545
FSM24780,2478021283,0.051605664,2.2763710165806193e-06,6.696428571428569,126.22381546379533,20.488728555902835,9.165863675003244
FSM24780,2478099266,0.062948145,-2.4016701283916374e-06,7.862261146496814,143.2439676777978,26.23687152633423,10.969568808489392
FSM24780,2478044899,0.055608448,1.3424921016510559e-06,7.344470046082949,129.66270403916255,22.308973106288757,10.300123283162339
FSM24780,2478044228,0.054869514,9.249832665776912e-07,5.792942176870747,126.4234684756556,22.435177730558284,9.050928357012971
FSM24780,2478053258,0.051578615,-3.86663151691507e-07,5.89380893808938,127.14732822709269,17.876610488377572,10.414300242127641
FSM24780,2478015307,0.04628221,-7.639647429820903e-06,7.618801652892562,124.8430354867914,22.738572988230562,9.125433144182411
FSM24780,2478023991,0.075851604,7.999505372976256e-06,8.35866261398176,137.1986967232242,21.373377404865256,10.090798410731637
FSM24780,2478089022,0.06950219,1.3041370092808554e-05,6.639863547758284,132.3088592826798,17.372431786480206,9.626240537603822
FSM24780,2478036297,0.0510289,1.1354093719655853e-05,6.125,123.84340845990712,13.758858864751133,10.174178732557102
FSM24780,2478038324,0.08857428,-1.1235864658270452e-05,6.211180124223603,139.39290364901152,23.582843663810817,11.320473726935086
FSM24780,2478088789,0.10997041,-1.394268734953139e-05,6.609461966604823,151.86765928077563,38.672167890285145,10.290499305651636
FSM24780,2478037096,0.106617056,-1.436719730996367e-05,7.430438448566609,147.34928313754241,26.255527065511597,10.08203635416099
FSM24780,2478059306,0.059613656,-3.995150461029214e-06,5.715184563758387,141.8599520331015,56.931327907126786,10.559802268918887
FSM24780,2478050158,0.07346534,1.5110780882713148e-06,6.010794896957801,137.95005977286988,21.487693265977757,9.76966298559293
FSM24780,2478027105,0.05097095,1.2174294586095869e-06,4.962779156327543,116.83190253542718,17.277162967880418,9.473280204184304
FSM24780,2478082872,0.08564808,4.6840982572658384e-06,6.458333333333335,140.38875938937707,23.721757519516167,9.896465709892093
FSM24780,2478058152,0.08310568,-1.0621951399925693e-05,6.851604278074865,141.74610516116718,19.194401449578365,9.730194720796245
FSM24780,2478051500,0.083044015,-9.605207242508162e-06,6.088469184890655,142.32016850584128,17.292303057975978,10.628716544604526
FSM24780,2478051442,0.10113976,1.117394546683595e-05,5.661801711122295,145.41194524912427,20.261279498020183,10.86574586317001
FSM24780,2478087740,0.08863474,-6.972444626206374e-06,6.599378881987575,141.8722442638077,18.332289386264385,9.84746675537044
FSM24780,2478063757,0.11436111,-2.6369373637238915e-06,7.261410788381743,151.45507230198356,30.79901957476885,9.609529847564243
FSM24780,2478087471,0.088162705,2.7539007851777852e-06,6.318347509112998,148.49209395948756,22.56648053822123,10.841405122677704
FSM24780,2478093787,0.0963231,-4.717038873097472e-06,5.636978579481397,159.4685126925832,53.52705393534604,9.387229627725711
FSM24780,2478036520,0.085116945,5.861698511767176e-06,6.86703821656051,142.65884708092688,14.08549720447939,8.906570517392632
FSM24780,2478083724,0.082954526,-1.2709978911441621e-06,6.755825175789328,146.32533866571364,16.73859816528247,8.825068975761098
FSM24780,2478043413,0.095031455,8.490929695589646e-06,6.8597560975609735,153.4763993487292,20.315043567210587,10.324615379571494
FSM24780,2478033642,0.08239586,4.725032453531445e-06,5.709876543209877,152.22620313605228,15.532906575257618,10.194270122245245
FSM24780,2478067183,0.08426254,-8.429133989088049e-06,5.819838056680161,143.25124471488752,27.72008431469033,9.67867199285486
FSM24780,2478080043,0.12162565,-3.6866868599060712e-06,7.6404185022026425,154.991327114308,14.47185068639199,10.730502740454012
FSM24780,2478021892,0.11456314,6.978074961073612e-06,6.608868675383741,152.2997064542703,17.18755823382608,10.742133864071237
FSM59211,5921188970,0.03120302,-3.139936554205936e-05,3.9670658682634734,181.90886004313248,29.61139679281165,5.334687992433814
FSM13938,1393856379,0.044391327,-3.0148006946516845e-05,6.304347826086954,118.10746983382109,36.78074668099748,8.761870018775712
FSM13938,1393820543,0.04858756,-2.949289552223673e-05,6.7528735632183885,133.959503389064,44.08402274340161,7.347456745022375
FSM13938,1393896893,0.051316824,-3.074529404701129e-05,7.0305412760810375,147.65943448904594,45.86542278044954,7.344717487575642
FSM13938,1393895405,0.048322313,-2.551964889794391e-05,8.10185185185185,112.21486086321566,15.656725145527048,7.859028989330499
FSM13938,1393815721,0.040203948,-2.7593717858735856e-05,6.97261663286004,112.34540192240766,21.39206682562571,7.395498159643363
FSM13938,1393883422,0.075465836,-2.640515968517028e-05,6.620762711864406,122.1058756167784,23.83268064708815,7.879644287019625
FSM13938,1393852567,0.05502423,-2.7257500244789294e-05,6.46784045993532,135.57743135357296,51.61867242919142,7.75983360028044
FSM13938,1393872531,0.042388473,-2.5654823506784952e-05,5.869289340101521,127.26174006557574,38.990602223601954,8.939005945571136
FSM13938,1393855946,0.044414796,-2.4813388320465015e-05,7.173601147776181,138.75579903711983,47.89116288469412,8.201606423031782
FSM13938,1393810889,0.039657857,-2.951766693860723e-05,7.228387850467287,149.94620060810902,57.27991519446155,7.2697054654805955
FSM13938,1393837355,0.04064662,-2.70735065186427e-05,6.050683371298404,126.17017356194265,30.392809295304733,7.489607201401876
FSM13938,1393898893,0.043851335,-3.5879797672654566e-05,5.992624462200368,144.23139429708954,99.62715501127748,8.855678949636802
FSM13938,1393883048,0.042468175,-2.9200320909620205e-05,7.06994645247657,124.97155234275681,42.43408635346777,8.266572002475122
FSM13938,1393835259,0.04493433,-2.7901647875469875e-05,4.99438832772166,127.14232433282186,39.43456966867228,9.754673431360107
FSM13938,1393832458,0.037376206,-2.914956638126893e-05,6.92504655493482,144.3184214535152,58.379040283542224,7.939504980503375
FSM13938,1393835416,0.05508371,-3.0929241333246886e-05,4.807692307692307,118.2116252750269,25.46134250497353,9.683778285662896
FSM13938,1393818832,0.05570561,-2.657033178137618e-05,6.824234354194405,127.33072950698867,37.282948752476884,8.379408689462162
FSM13938,1393893905,0.058085863,-2.6066249402713072e-05,6.265664160401002,126.40168258404071,28.74257327395434,9.11574295723711
FSM13938,1393867241,0.050481327,-2.607669230100776e-05,7.113821138211381,128.22978655385987,59.33632359025668,7.667144159518501
FSM13938,1393832167,0.059395574,-3.0434399626931946e-05,5.670103092783503,127.37736235307143,45.446077703355854,10.162205174708973
FSM13938,1393878123,0.053284712,-2.4407420137716594e-05,6.384323640960806,143.8272540225795,58.35177690102169,7.4176052644328445
FSM13938,1393861988,0.05463698,-2.780160838979085e-05,5.158998646820026,148.81516909468345,119.17022348649901,9.050340184413539
FSM13938,1393880894,0.04802618,-2.8558654869093614e-05,5.003776435045316,111.72395582510377,13.23614194647343,7.122753615341691
FSM13938,1393821737,0.050689112,-2.7322507636183564e-05,6.419573643410852,134.4919477177691,48.07534444742315,8.405486639966611
FSM13938,1393870388,0.056505825,-2.4703590193830803e-05,6.496062992125984,129.57636004623967,36.64113593361797,8.597757437672406
FSM63917,6391744614,0.016880238,-1.4306401079281803e-05,5.771630615640597,107.39216580655025,16.50281626709798,10.0220956085504
FSM63917,6391737101,0.020637726,-1.2407426044633366e-05,9.75889781859931,106.11177841909833,20.758169344813425,8.471191286544768
FSM63917,6391760801,0.015428201,-1.3477578691497951e-05,5.969101123595506,113.07079470226644,28.497268202823758,8.464599653002706
FSM63917,6391770037,0.016420616,-1.3475358159310768e-05,6.719559585492226,111.07094446265543,16.959744954345854,9.621155898908981
FSM63917,6391767559,0.027522601,-1.631864401684188e-05,6.403688524590164,114.23511876738719,19.59931425552087,10.692093765427403
FSM63917,6391777968,0.026916038,-1.3355789483042153e-05,6.7452185792349715,112.42979753145227,17.042732484121526,10.69910013143811
FSM63917,6391770443,0.020517353,-1.173761832490171e-05,5.291005291005291,110.77047538709432,19.88121627326602,9.291693148232051
FSM63917,6391799882,0.01793666,-1.2829304412249738e-05,5.005753739930955,109.55588194966096,24.063360847673998,10.88895272094285
FSM63917,6391733328,0.022392444,-1.5059019247800318e-05,5.058847821598183,113.553649927626,20.918586964692896,11.321157363728974
FSM63917,6391732598,0.01842091,-1.4876529521599348e-05,6.019261637239164,113.49780601170231,17.664561981474638,10.338279287296759
FSM63917,6391723771,0.028983366,-1.4422361038555513e-05,5.969785575048733,113.08743029478528,23.15185003369835,11.007720605591766
FSM63917,6391762184,0.022761807,-1.58988688059922e-05,4.485741749439281,113.43016769043253,19.496757999892097,12.523281062590904
