speaker_id,line_id,rms_amplitude,dc_offset,articulation_rate,mean_pitch,pitch_std_dev,hnr
SCF66502,6650258635,0.03341697,-1.704291686627848e-05,4.993822075782536,206.60185073603054,65.98292556822913,11.941943369425058
SCF66502,6650238345,0.033028096,-3.503326620342537e-05,7.04683434518647,206.2024510592039,45.0175935520397,11.05012927435785
SCF66502,6650221086,0.030633535,-2.2705733349822458e-05,7.526178010471203,177.01016171788172,39.28714693078942,10.978267622850497
SCF25892,2589260993,0.032223314,-1.704095411744796e-05,9.137426900584794,207.0325943778592,47.4538730434748,11.966754348905637
SCF66502,6650254138,0.035599254,-1.9852286469461182e-05,7.080078124999998,228.77992410932416,58.21769257122416,11.399283944371513
SCF43888,4388872930,0.035712287,-1.3016416332357987e-05,7.426873857404021,208.81094208952072,60.13293534082642,11.087778034097987
SCF25892,2589236547,0.031265754,-2.2476298273380044e-05,7.936507936507935,231.28303118873848,53.62900077737737,11.308644458387676
SCF66502,6650276166,0.025225185,-1.707200791892134e-05,7.063356164383561,217.18932319877504,77.44567758213093,10.583118644540024
SCF66502,6650291731,0.027548948,-2.516978767373938e-05,6.334459459459457,226.550189947478,56.221907226192414,11.538368381240982
SCF66502,6650245350,0.02513554,-1.0623654030813058e-05,5.511022044088175,245.22570045683688,74.00045413305237,11.47941738415936
SCF66502,6650276378,0.02504557,-1.647270491667218e-05,7.37936344969199,207.7527628961413,55.51251951998633,11.602571677695472
SCF66502,6650269547,0.034211494,-2.4640017475258695e-05,6.660856573705177,273.4155956717589,276.42704727807296,12.069320358110646
SCF66502,6650269743,0.04006964,-1.8025596970496874e-05,6.188875305623472,210.15249361007986,62.37515783016672,11.708861878039048
SCF66502,6650238507,0.02997212,-1.8643568026560935e-05,6.267029972752043,241.0580847661758,64.34391012173722,10.560845521590323
SCF66502,6650272757,0.035765577,-1.6810450000342582e-05,6.52117768595041,215.40914781311912,66.99425994929399,10.504791387001923
SCF66502,6650244370,0.02441125,-1.707144315178282e-05,6.798664122137403,229.91101243385825,85.63207902941306,11.49355518689888
SCF43888,4388889659,0.029937662,-9.80869930376188e-06,5.475427350427348,204.17497952341228,59.00339164936105,12.06274916708871
SCF66502,6650278204,0.0318729,-2.584354878805785e-05,5.535714285714286,227.51981975247423,53.580554098132524,14.076554767978653
SCF66502,6650210290,0.03584861,-2.2339353632866694e-05,7.7443280977312385,260.38202598940927,73.34667703928471,11.783011739609153
SCF66502,6650252021,0.02414897,-1.7118587104563446e-05,7.346491228070175,230.89997733951296,64.0049339839009,10.675543314080377
SCF66502,6650260017,0.024019469,-1.4521814374661115e-05,7.381465517241377,207.87501614102393,85.40698566342017,11.137946979966173
SCF66502,6650210768,0.026834438,-1.4787449572728967e-05,6.749460043196543,246.51728101552024,61.08639189647029,11.341511005180191
SCF25892,2589265562,0.028399978,-2.085221590511528e-05,6.790744466800805,255.4163275978117,263.223230386299,10.867892225809522
SCF25892,2589237201,0.03355967,-2.138461727818967e-05,6.3701923076923075,217.35353531773862,46.78286775159856,10.9348419014259
SCF66502,6650211529,0.033156324,-1.9590845863154822e-05,6.888977635782748,200.0256166901296,63.94077405056176,11.52635128725531
SCF66502,6650215198,0.03593903,-1.3191656142130974e-05,5.978765075765384,211.821862220218,49.40379579192498,11.372249195800753
SCF66502,6650218968,0.03726119,-1.9313152464285388e-05,6.519274376417233,250.32356683476232,68.09213666291714,11.341611648818093
SCF66502,6650256992,0.03282698,-1.3701403950385574e-05,7.485029940119759,239.06705290217013,63.722951330517326,10.729492954770297
SCF66502,6650239805,0.03118086,-1.7959322687496222e-05,6.655966767371599,246.37390892604154,76.79393697074465,11.04568305550414
SCF66502,6650236133,0.019290622,-9.57677444288127e-06,7.925846319183234,180.19004350349095,67.93183098082146,11.370247728423502
SCF66502,6650215208,0.036429066,-1.2248930348891393e-05,6.566079910589549,238.05662964296457,56.98126769646456,10.752395810361282
SCF25892,2589245793,0.03169148,-1.5688473825235788e-05,7.437499999999998,227.76429957409374,57.68141173413766,10.233121919727262
SCF66502,6650282078,0.034687467,-2.654406320297486e-05,7.173742138364778,210.75225525773521,56.12456988759262,11.205421012371291
SCF25892,2589277831,0.02840917,-1.773424669533826e-05,6.530572755417955,247.34985621018723,69.86361235373697,11.482160153034785
SCF66502,6650234326,0.034383606,-1.791034985874256e-05,6.291390728476819,233.6659628192097,58.43701946226468,11.385983021688803
SCF66502,6650259569,0.035108108,-3.078766436951904e-05,6.574675324675325,244.87779681421017,56.96100760240222,10.580173562677386
SCF25892,2589229224,0.032115262,-8.30600376094514e-06,6.676074685193224,231.8736902490074,61.9740496517243,9.745299721775146
SCF25892,2589272348,0.038537677,-1.7974017813741057e-05,5.984042553191489,254.55330130603187,84.33535549229994,11.01356698423507
SCF43888,4388871308,0.031915374,-2.5904902525072606e-05,5.929523379263608,223.27173197664288,65.33311106297853,11.539285788720834
SCF66502,6650245663,0.03993811,-6.4412870785164525e-06,4.7100262123197885,235.95933279874848,70.13275427546463,11.43297150409916
SCF66502,6650255788,0.036591355,-1.911168168185992e-05,7.604205782951557,230.88896347221987,55.261020248997966,10.9716510903917
SCF25892,2589260344,0.027966144,-1.646097129856047e-05,5.579594625370074,219.9424455746974,104.09135199863087,10.94603782828604
SCF66502,6650241346,0.033818457,-1.8829897952663945e-05,6.249999999999999,218.47418940564847,64.16293333437149,10.635292543798593
SCF43888,4388867152,0.034969,-1.6024122331116903e-05,6.2181122448979576,217.11194161319503,58.93058552206741,12.502032504389616
SCF66502,6650233621,0.034290135,-1.3787860823071774e-05,6.981382978723404,215.72764373553466,73.80771693303144,11.752897078161823
SCF66502,6650265083,0.038384393,-1.7804355011935703e-05,7.397342995169081,223.15567920843523,49.87435988743126,10.376939479458043
SCF66502,6650253134,0.029924702,-1.4958758931660471e-05,6.59824046920821,231.15548442557346,76.49249979241178,12.241117267363967
SCF66502,6650261168,0.03273701,-1.9930763641716136e-05,7.428781925343811,244.54458037498162,69.57543691609,11.083335699219237
SCF66502,6650284864,0.03409529,-2.068437717119597e-05,7.146098003629762,239.38034866347076,76.96097050717836,10.555291169894993
SCF66502,6650253133,0.02168633,-2.2055052868474143e-05,7.6832151300236395,200.54941439482835,68.87540711390274,10.896545448828407
SCF66502,6650234332,0.040464025,-1.834663501661316e-05,4.3859649122807,219.1670162325621,53.16145636894672,11.799099380798133
SCF66502,6650224272,0.044530794,-1.8743477756187977e-05,7.037943696450428,223.54314061096449,59.5294631244578,11.337795569488295
SCF66502,6650235534,0.032360222,-1.7964538667232787e-05,6.324334528978667,268.46478813671405,308.9771413279358,10.416811454553377
SCF66502,6650275093,0.037163436,-2.4837075372335448e-05,7.4251033057851235,217.66589133455903,40.48833399666936,11.558219066159044
SCF25892,2589222884,0.040717296,-1.9290855340358857e-05,7.049209770114939,226.1104725670422,53.270284273512665,11.510634687438507
SCF66502,6650238032,0.041077774,-1.1832900359864766e-05,6.239935587761674,250.79249890264333,65.82092070427154,11.416434686535434
SCF66502,6650241023,0.039160702,-1.7230968810706005e-05,6.299458558933776,242.55889291941884,61.55696961231368,11.593232782550103
SCF66502,6650220710,0.05147228,-1.771786927184074e-05,5.182676518883415,227.12032839578924,64.12477696767513,11.490475515692594
SCF66502,6650262605,0.05249634,-1.3349150699979617e-05,7.139513108614231,256.9320347428319,55.79489178946835,10.598023891825271
SCF25892,2589292576,0.036933243,-2.887615248762817e-05,8.056640625,203.18581809148282,26.695068675983343,10.613889066003987
