rms_amplitude,dc_offset,articulation_rate,mean_pitch,pitch_std_dev,hnr,original_speaker_id,line_id
0.105237894,1.7493854e-05,7.213948978304746,162.85260724388684,23.45884189540059,10.162418614135388,74572,7457246003
0.08719496,-1.5956224e-05,7.874999999999999,173.1711614432106,38.54888449203325,9.904445976111768,74572,7457255411
0.0978696,-3.493558e-05,6.5823770969245095,165.88336089924917,24.780213550756773,9.684181541637015,74572,7457234937
0.09146803,-5.6612294e-05,7.782290869065849,166.70379501225105,28.292382851850903,9.779746157311287,74572,7457281969
0.09353574,-1.6977016e-05,7.236280332381729,166.91247201718988,21.785422507810896,10.084657275730859,74572,7457267504
0.09441494,-3.0600248e-05,8.386156186612578,157.1934840989042,29.47763355197291,9.843262179201917,74572,7457297108
0.108359106,-2.6188822e-05,7.314714038645038,163.27864685371554,25.66499933419305,11.787361027194505,74572,7457297030
0.09404715,-4.2245312e-05,6.8548605103806235,165.7388334805736,21.28004823787245,10.099153579917232,74572,7457295946
0.093059495,-6.254212e-05,8.186744958067091,166.48610798467337,34.47132042721649,10.263821304269177,74572,7457282653
0.10144967,-4.0325234e-05,5.932224116726295,182.23410990947147,75.20236087719468,10.374521845852708,74572,7457291354
0.09769618,-3.517625e-05,7.236568263319673,172.49739556633043,38.8057781383606,10.275751696642544,74572,7457265307
0.089328334,5.106084e-05,7.2993908898305095,159.8838316762719,27.733099376093787,10.263905240694717,74572,7457266619
0.09142289,-6.411857e-07,6.6360185731132075,165.55206193543498,19.968707185085417,10.143493166487621,74572,7457256743
0.102296665,-7.150592e-05,6.121113578680204,164.75973316241084,17.558980564614373,10.41730316783202,74572,7457267436
0.097279705,-6.588273e-05,6.567712470214458,165.01881530738254,25.02002110060794,10.11115897661831,74572,7457263003
0.114878304,-9.3583876e-05,6.5405665106951885,159.5936810420286,34.0095106981494,10.167922148669776,74572,7457230049
0.07939857,-3.429159e-05,8.43098958333333,167.28827036636918,24.595690903021772,9.957050609208265,79961,7996193195
0.082710385,-4.3262957e-05,8.29481943250215,163.1292829256496,29.55656715026178,8.777053389480779,79961,7996134626
0.09147761,-1.6018792e-05,9.65500553097345,161.6157003066677,19.08636473193339,10.65780074635325,79961,7996148064
0.10545565,-4.1360265e-05,7.759170958449718,165.98752831097258,27.29256486144631,10.170505515338435,79961,7996198093
0.09846916,-1.4216069e-05,7.528317802056555,159.9249925341493,26.23462813126439,10.396472080961177,79961,7996129092
0.091755725,-5.8835158e-05,8.077694954128441,159.02801232135164,33.35543292744075,10.095397103321892,79961,7996121872
0.082557686,-1.50617325e-05,8.115857712765953,158.21315708676985,32.502464399837635,9.459357044482015,79961,7996135369
0.091222264,-5.338388e-05,8.190124801901744,156.83480424202676,28.375888884000567,10.322517844833273,79961,7996182798
0.10482644,-1.5111943e-05,7.955616918103448,163.87165218315167,23.140013949333518,10.346430418715372,79961,7996133119
0.08607192,-3.7211466e-05,7.584021226415094,164.43744101293288,26.33036813124818,10.307635033051945,79961,7996160199
0.10723656,-6.0964852e-05,8.217985733695652,166.06392258245745,23.905653221808052,10.622898851289177,79961,7996163054
0.10161311,-3.870065e-05,8.908172476818832,163.62785240606706,22.234245855140173,10.054067169289986,79961,7996172676
0.09639476,-5.730433e-05,8.304614174488055,164.00480245952068,23.243890850628514,10.355172842547457,79961,7996194058
0.08645899,-7.26692e-05,8.330634715025905,165.72074300954552,29.19050292380734,9.379571493096298,79961,7996173674
0.097786374,-2.5411566e-05,7.954217513192613,159.69349273567562,22.60864277460315,9.570890927751748,79961,7996124421
0.081475146,-6.310095e-05,8.977222711267606,172.68422872434564,75.84697455334037,9.503838493479124,79961,7996139491
0.108593516,-4.826803e-05,7.733286571207431,163.83212458919206,28.552145403027318,11.312554503515894,79961,7996186380
